MatchID,Winner,WinChance,Winner_mu,Winner_sigma,Looser,Looser_mu,Looser_sigma
2307381,Envy,0.349,26.26421730523709,0.8106854694134205,Virtus.pro,28.359546541360427,0.820260836078089
2307399,Envy,0.725,26.298588266902584,0.8132914116349336,TeamOne,18.682281707557692,5.658510395970037
2307398,Virtus.pro,0.637,28.425701353657754,0.8202439087716061,Epsilon,26.117114063601097,1.1218264971813805
2307428,qwerty,0.4,31.535336288527024,6.160074851840517,Heroic,27.48918824440769,1.0871957502103535
2307430,fnatic Academy,0.743,33.53322710638068,5.4340592281456574,LDLC,25.35805811901076,3.024409453857916
2307431,Vega Squadron,0.386,26.831328702921272,3.1594033770882644,Rogue,26.055333826199906,3.1043085732326534
2307432,Heroic,0.625,27.596759366038516,1.0822750681170812,LDLC,24.529835908026545,2.8477208431989696
2307433,FlipSid3,0.537,27.52874085609809,0.8312428967051774,Vega Squadron,25.734147324154815,2.9385604507921244
2307454,Virtus.pro,0.231,28.53773713238086,0.8210996988146559,K23,29.60590209840463,4.334628527643405
2307453,Epsilon,0.562,26.25996441264174,1.1137762260792705,VG.CyberZen,24.85347046072215,1.58364576813843
2307455,Envy,0.339,26.41765074365743,0.8121908502758486,TYLOO,28.576723598705687,1.123941389421514
2307458,Virtus.pro,0.822,28.562292539402215,0.8238920474555176,DarkPassage,18.89538841737413,5.7635334591174985
2307457,Kinguin,0.407,25.167192583644187,1.495464373369385,Epsilon,26.067876824312915,1.1043679388779273
2307436,LDLC,0.145,26.029641001113955,2.7168686895494183,fnatic Academy,28.075408311597492,4.449903303013856
2307460,Kinguin,0.29,25.59871180230283,1.4643908732628983,Virtus.pro,28.430387122830926,0.8224961189322145
2307459,Envy,0.566,26.492723511535182,0.8121686920037383,Space Soldiers,25.085460424000086,1.6176616173081422
2307461,Virtus.pro,0.706,28.48442768627304,0.8229674215496346,Space Soldiers,24.877996261918913,1.5914943182669965
2307439,FlipSid3,0.591,27.59892547301323,0.8314252885299239,LDLC,25.286641188330783,2.577602550473182
2307462,Envy,0.558,26.569679317993785,0.812045954596678,Kinguin,25.350330606107168,1.4411683091785914
2307438,BIG,0.196,26.718995933119928,4.901753774897685,Heroic,27.407741888968488,1.0789787578285677
2307469,Renegades,0.227,24.219961641840456,0.9360705916175133,CLG Red,25.95002213785381,3.902166427279578
2307463,Immortals,0.555,26.47611260598763,0.8988554032982102,SBS,20.175130819468812,6.452948361123564
2307467,Liquid,0.728,24.828256348169152,0.8124719868920268,tNt,17.421351600115745,5.4584242558397795
2307472,Renegades,0.45,24.34841821624713,0.9322189454877302,NRG,24.839415580912558,0.9782557944586737
2307473,Liquid,0.314,24.953638771112992,0.8112204784120677,Luminosity,27.601623404102845,0.8585300961142838
2307476,Complexity,0.394,25.021549933690213,1.0090410390822186,Immortals,26.344589252644944,0.8957346279583566
2307482,Renegades,0.46,24.473947279705698,0.9284687741299168,Liquid,24.858339732975672,0.8105547033901236
2307484,Complexity,0.511,25.15418591168904,1.0034473105040533,Liquid,24.772433900771315,0.8101283223051317
